Candidate_ID,Education_Level,Experience_Years,Skills_Score,Certifications,Previous_Companies,Job_Match_Score,Suitability
8176,Bachelor's,8,0.85,8,2,0.84,0
8177,Master's,3,0.79,8,5,0.77,1
8178,PhD,15,0.6,6,13,0.99,0
8179,Master's,17,0.61,4,6,0.75,1
8180,Master's,0,0.52,3,10,0.79,0
8181,Master's,28,0.92,9,3,0.81,1
8182,Master's,32,0.95,1,4,0.67,0
8183,PhD,17,0.61,10,1,0.6,0
8184,Bachelor's,14,0.94,5,3,0.77,0
8185,PhD,5,0.9,0,13,0.76,0
8186,Master's,12,0.62,1,15,0.77,1
8187,Master's,22,0.93,8,6,0.95,0
8188,PhD,10,0.85,4,7,0.89,1
8189,Master's,17,0.79,3,1,0.8,1
8190,PhD,24,0.81,4,10,0.86,0
8191,Master's,6,0.64,6,0,0.76,0
8192,PhD,9,0.92,6,3,0.8,0
8193,Bachelor's,14,0.5,7,9,0.61,0
8194,PhD,21,0.6,2,12,0.96,1
8195,Master's,7,0.54,2,9,0.74,1
8196,PhD,21,0.66,10,13,0.92,1
8197,Master's,8,0.9,1,10,0.63,1
8198,Bachelor's,6,0.81,7,14,0.91,1
8199,Master's,24,0.55,1,1,0.64,0
8200,PhD,22,0.63,10,8,0.61,1
8201,Bachelor's,3,0.63,9,10,0.93,1
8202,Master's,40,0.52,6,13,0.73,1
8203,Bachelor's,5,0.88,3,2,0.74,1
8204,PhD,0,0.62,2,14,0.89,0
8205,Bachelor's,17,0.64,10,9,0.89,1
8206,Bachelor's,13,0.99,4,3,0.86,0
8207,Bachelor's,16,0.88,10,13,0.9,0
8208,Bachelor's,31,0.98,2,14,0.97,0
8209,PhD,26,0.77,10,14,0.61,1
8210,PhD,32,0.76,1,3,0.65,1
8211,Bachelor's,34,0.95,4,12,0.62,1
8212,Bachelor's,19,0.71,0,1,0.78,1
8213,Bachelor's,12,0.76,5,7,0.7,1
8214,PhD,35,0.77,6,3,0.84,0
8215,Bachelor's,29,0.62,0,11,0.88,1
8216,PhD,4,0.96,6,15,0.85,0
8217,Bachelor's,14,0.59,7,2,0.78,0
8218,Master's,14,0.59,7,8,0.75,0
8219,Bachelor's,24,0.58,10,11,0.84,1
8220,PhD,21,0.81,6,0,0.91,1
8221,Master's,0,0.89,5,6,0.76,0
8222,Bachelor's,26,0.84,9,6,0.67,1
8223,Master's,10,0.76,5,12,0.62,1
8224,PhD,34,0.9,6,12,0.76,0
8225,PhD,3,0.95,9,12,0.73,0
8226,Master's,12,0.68,6,14,0.84,1
8227,PhD,19,0.58,10,3,0.74,1
8228,Bachelor's,7,0.78,8,4,0.63,0
8229,Master's,1,0.64,10,12,0.83,0
8230,Bachelor's,35,0.52,6,4,0.99,1
8231,PhD,36,0.52,3,3,0.96,1
8232,Master's,28,0.5,7,10,1.0,0
8233,Master's,22,0.79,8,6,0.91,1
8234,PhD,32,0.76,2,2,0.65,1
8235,Master's,29,0.72,10,1,0.93,0
8236,Master's,10,0.91,8,0,0.75,0
8237,Bachelor's,17,0.89,7,7,0.87,0
8238,Bachelor's,20,0.75,1,10,0.95,0
8239,Master's,11,0.55,7,10,0.75,1
8240,PhD,40,0.55,0,9,0.73,0
8241,Bachelor's,39,0.96,0,13,0.89,0
8242,Bachelor's,7,0.64,4,2,0.62,0
8243,Master's,3,0.71,4,7,0.69,0
8244,Bachelor's,5,0.79,2,11,1.0,1
8245,Master's,5,0.67,8,14,0.67,1
8246,Bachelor's,23,0.69,3,12,1.0,0
8247,Master's,18,0.85,9,9,0.66,0
8248,Bachelor's,22,0.62,5,3,0.98,1
8249,Master's,2,0.98,6,5,0.84,1
8250,Bachelor's,5,0.83,4,7,1.0,0
8251,Bachelor's,38,0.56,4,2,0.96,1
8252,Master's,23,0.61,10,8,0.94,0
8253,PhD,40,0.62,5,15,0.85,1
8254,Master's,1,0.88,3,6,0.95,1
8255,PhD,2,0.79,4,14,0.74,1
8256,PhD,34,0.86,8,10,0.92,1
8257,PhD,16,0.53,7,5,0.72,0
8258,Bachelor's,15,0.97,5,15,0.89,0
8259,Bachelor's,1,0.93,6,0,0.91,0
8260,PhD,9,0.55,5,1,0.89,0
8261,PhD,5,0.96,5,0,0.76,1
8262,Bachelor's,14,0.64,8,10,0.96,0
8263,PhD,24,0.63,8,12,0.79,1
8264,PhD,36,0.75,1,14,0.71,0
8265,Master's,31,0.66,6,9,0.66,0
8266,Master's,2,0.8,5,6,0.77,1
8267,Master's,9,0.63,3,8,0.84,1
8268,Master's,36,0.84,5,12,0.87,0
8269,PhD,30,0.77,1,14,0.74,1
8270,Bachelor's,29,0.88,3,4,0.67,1
8271,Master's,36,0.93,0,6,0.68,1
8272,Master's,30,0.72,0,7,0.97,1
8273,Bachelor's,18,0.78,10,13,0.78,0
8274,PhD,26,0.64,8,13,0.89,0
8275,Bachelor's,5,0.92,8,6,0.75,1
8276,Bachelor's,8,0.97,10,13,0.88,1
8277,PhD,21,0.88,7,9,0.98,1
8278,Bachelor's,12,0.97,4,1,0.68,0
8279,PhD,22,0.76,10,3,0.74,0
8280,Master's,8,0.8,3,11,0.64,1
8281,Master's,40,0.93,0,1,0.68,1
8282,PhD,15,0.83,7,2,0.76,1
8283,Bachelor's,1,0.94,6,8,0.83,0
8284,PhD,29,0.68,6,10,0.88,1
8285,PhD,34,0.93,4,14,0.66,1
8286,Bachelor's,19,0.67,4,14,0.94,0
8287,Master's,0,0.75,6,5,0.63,1
8288,Bachelor's,18,0.53,1,10,0.76,0
8289,Bachelor's,2,0.8,8,9,0.62,0
8290,PhD,8,0.88,0,4,0.91,1
8291,Master's,20,0.82,8,3,0.66,1
8292,Master's,2,0.79,6,8,0.65,1
8293,PhD,27,0.91,6,13,0.65,1
8294,Master's,25,0.64,10,2,0.64,0
8295,Bachelor's,40,0.75,6,15,0.65,0
8296,Master's,37,0.94,9,0,0.75,0
8297,Bachelor's,35,0.95,5,2,0.89,1
8298,Master's,33,0.68,10,5,0.87,0
8299,Master's,5,0.82,9,11,0.84,1
8300,PhD,0,0.97,0,3,0.87,1
8301,PhD,20,0.82,6,15,0.86,0
8302,PhD,35,0.92,6,11,0.85,1
8303,Bachelor's,9,0.96,3,2,0.69,0
8304,PhD,0,0.58,8,9,0.7,0
8305,PhD,30,0.81,4,10,0.94,0
8306,PhD,34,0.95,5,11,0.68,1
8307,Master's,31,0.7,5,10,0.96,1
8308,PhD,20,0.94,8,6,0.82,1
8309,Bachelor's,2,0.61,7,10,0.61,1
8310,PhD,9,0.58,9,13,0.6,1
8311,Bachelor's,37,0.86,9,14,0.61,1
8312,PhD,40,1.0,3,3,0.61,1
8313,Master's,9,0.97,4,6,0.94,0
8314,Bachelor's,35,0.54,10,7,0.94,0
8315,Bachelor's,8,0.9,0,7,0.61,1
8316,Master's,35,0.63,3,3,0.77,0
8317,Master's,39,0.86,3,5,0.76,0
8318,Master's,13,0.64,9,10,0.83,0
8319,PhD,1,0.67,3,10,0.79,0
8320,Master's,0,0.61,7,11,0.67,0
8321,PhD,29,0.7,2,1,0.88,0
8322,Master's,8,0.61,4,14,0.62,0
8323,Bachelor's,34,0.71,1,3,0.83,1
8324,PhD,26,0.64,5,2,0.93,0
8325,Bachelor's,10,0.78,4,0,0.62,1
8326,Master's,35,0.83,3,14,0.7,0
8327,Master's,27,0.78,1,10,0.94,0
8328,Master's,30,0.65,8,9,0.87,1
8329,PhD,13,0.84,9,4,0.92,1
8330,Bachelor's,14,0.74,4,13,0.69,1
8331,Master's,15,0.96,9,10,0.81,1
8332,Bachelor's,7,0.99,4,15,0.91,1
8333,PhD,39,0.68,0,11,0.62,1
8334,PhD,4,0.69,9,2,0.65,0
8335,Master's,14,0.71,5,6,0.77,1
8336,Master's,12,0.69,9,11,0.87,1
8337,Bachelor's,25,0.53,7,10,0.86,0
8338,PhD,2,0.64,7,4,0.75,1
8339,Master's,13,0.59,8,0,0.9,0
8340,Bachelor's,16,0.86,2,1,0.72,1
8341,Bachelor's,8,0.94,1,3,0.76,1
8342,Bachelor's,1,0.61,9,4,0.69,0
8343,PhD,3,0.98,1,6,0.89,1
8344,Bachelor's,25,0.55,0,7,0.86,1
8345,Master's,2,0.74,4,12,0.88,1
8346,Bachelor's,20,0.63,2,2,0.62,1
8347,PhD,39,0.81,8,9,0.94,0
8348,Bachelor's,2,0.66,3,9,0.79,0
8349,Master's,5,0.89,5,2,0.91,0
8350,Bachelor's,35,0.63,6,7,0.78,1
8351,Bachelor's,27,0.65,10,8,0.61,0
8352,Master's,14,0.98,5,5,0.77,0
8353,PhD,2,0.84,5,10,0.97,1
8354,PhD,25,0.84,8,12,0.76,0
8355,PhD,26,0.92,10,1,0.84,1
8356,Master's,0,0.7,0,0,0.97,0
8357,PhD,0,0.52,4,15,0.83,1
8358,Master's,30,0.73,0,14,0.81,1
8359,Bachelor's,13,0.66,10,4,0.93,0
8360,Master's,16,0.79,2,12,0.78,1
8361,Master's,38,0.52,2,7,0.8,0
8362,Bachelor's,34,0.71,1,14,0.81,1
8363,Bachelor's,15,0.72,4,2,0.82,1
8364,Master's,15,0.77,9,5,0.85,1
8365,Master's,5,0.56,2,9,0.9,0
8366,Bachelor's,20,0.55,2,0,0.88,0
8367,PhD,31,0.69,3,10,0.86,0
8368,Bachelor's,5,0.65,10,14,0.6,1
8369,Master's,15,0.61,9,10,0.8,1
8370,Bachelor's,6,0.69,10,10,0.93,1
8371,PhD,15,0.89,1,9,0.94,0
8372,Master's,14,0.62,9,2,0.89,0
8373,PhD,35,0.75,2,6,0.71,0
8374,Master's,11,0.91,6,10,0.68,0
8375,Master's,8,0.67,3,0,0.87,0
8376,PhD,9,0.58,1,8,0.82,1
8377,Master's,22,0.69,8,4,0.92,0
8378,PhD,9,0.86,3,10,0.91,0
8379,PhD,24,0.87,9,14,0.68,1
8380,Bachelor's,36,0.85,9,1,0.99,1
8381,Bachelor's,13,0.88,7,12,0.85,0
8382,Bachelor's,6,0.51,4,2,0.9,1
8383,Bachelor's,9,0.61,9,10,0.68,0
8384,Bachelor's,24,0.82,7,8,1.0,0
8385,Bachelor's,1,0.89,5,10,0.92,1
8386,Master's,24,0.66,5,5,0.73,0
8387,PhD,39,0.86,8,15,0.72,1
8388,PhD,37,0.55,4,5,0.72,0
8389,Bachelor's,17,0.97,7,7,0.91,1
8390,Master's,21,0.52,10,14,0.87,1
8391,PhD,26,0.53,6,11,0.71,0
8392,Bachelor's,17,0.83,0,14,0.77,0
8393,PhD,28,0.55,0,7,0.64,1
8394,Master's,35,0.64,6,7,0.96,1
8395,Bachelor's,29,0.85,0,13,0.79,0
8396,PhD,28,0.95,9,14,0.88,0
8397,PhD,27,0.61,9,7,0.75,0
8398,Bachelor's,10,0.94,7,8,0.95,1
8399,PhD,22,0.86,1,14,0.84,1
8400,Master's,19,0.75,8,1,0.92,1
8401,PhD,30,0.64,9,14,0.6,1
8402,Bachelor's,8,0.58,10,8,0.83,0
8403,Bachelor's,9,0.76,7,6,0.95,1
8404,Bachelor's,39,0.74,10,12,0.67,1
8405,PhD,5,0.92,3,6,0.97,0
8406,Bachelor's,25,0.77,8,11,0.76,1
8407,Bachelor's,10,0.61,9,3,0.86,0
8408,PhD,40,0.83,7,6,0.93,0
8409,Bachelor's,30,0.79,5,15,0.84,1
8410,Master's,5,0.52,7,12,0.84,0
8411,Master's,39,0.72,9,15,0.91,0
8412,PhD,0,0.79,1,10,0.66,1
8413,Bachelor's,39,0.61,5,13,0.69,0
8414,Bachelor's,36,0.55,8,14,0.96,0
8415,Master's,13,0.94,9,11,0.69,0
8416,Master's,38,0.71,10,1,0.92,1
8417,Master's,27,0.72,4,3,0.74,1
8418,Master's,0,0.91,2,3,0.86,0
8419,PhD,20,0.94,8,5,0.99,1
8420,Bachelor's,16,0.59,7,11,0.6,0
8421,PhD,3,0.9,0,14,0.96,0
8422,Bachelor's,6,0.93,0,11,0.67,0
8423,Bachelor's,8,0.99,9,2,0.67,1
8424,Master's,10,0.57,2,9,0.74,0
8425,Master's,17,0.98,3,12,0.83,0
8426,PhD,31,0.93,5,0,0.74,0
8427,Bachelor's,18,0.95,7,1,0.71,0
8428,Bachelor's,18,0.83,8,2,0.87,0
8429,Bachelor's,23,1.0,7,1,0.9,0
8430,Master's,3,0.7,5,5,0.84,0
8431,PhD,22,0.95,9,4,0.79,0
8432,PhD,6,0.7,7,14,0.7,1
8433,PhD,40,0.89,1,11,0.9,0
8434,Bachelor's,30,0.97,8,15,0.92,0
8435,Bachelor's,15,0.75,1,7,0.65,0
8436,Master's,29,0.85,2,14,0.68,0
8437,Master's,25,0.74,0,13,0.64,0
8438,Master's,11,0.54,9,2,0.84,1
8439,Master's,15,0.68,6,14,0.76,1
8440,Bachelor's,19,0.81,10,3,0.64,1
8441,Bachelor's,5,0.79,5,0,0.93,0
8442,Bachelor's,0,0.65,5,13,0.96,0
8443,Bachelor's,7,0.76,8,9,0.85,0
8444,Master's,40,0.54,8,6,0.73,0
8445,Master's,8,0.92,10,1,0.88,1
8446,PhD,39,0.81,1,12,0.69,0
8447,Master's,34,0.83,8,10,0.94,0
8448,PhD,2,0.91,0,7,0.7,1
8449,Master's,4,0.81,10,10,0.75,1
8450,Bachelor's,32,0.59,6,6,0.97,0
8451,PhD,22,0.89,0,1,0.82,0
8452,PhD,2,0.53,6,9,0.91,0
8453,Master's,9,0.83,3,3,0.6,1
8454,Bachelor's,38,0.95,10,6,0.67,0
8455,PhD,6,0.88,2,7,0.68,0
8456,PhD,21,0.52,4,15,0.65,1
8457,Master's,10,0.65,7,1,0.67,0
8458,PhD,39,0.74,5,3,0.81,1
8459,Master's,10,0.92,0,13,0.68,0
8460,PhD,30,0.93,2,1,0.76,1
8461,PhD,15,0.98,9,2,0.61,1
8462,Master's,36,0.74,2,4,0.68,0
8463,Master's,17,0.88,0,13,0.68,0
8464,Bachelor's,2,0.96,8,3,0.75,1
8465,Bachelor's,14,0.6,0,6,0.71,0
8466,Bachelor's,36,0.84,7,13,0.65,1
8467,Master's,9,0.85,7,11,0.78,0
8468,PhD,18,0.65,1,13,0.83,0
8469,Bachelor's,39,0.9,2,0,0.69,0
8470,PhD,14,0.68,6,14,0.91,1
8471,Bachelor's,11,0.59,2,12,0.74,1
8472,Bachelor's,26,0.59,2,7,0.84,1
8473,Master's,13,0.93,8,12,0.89,0
8474,PhD,40,0.54,4,10,0.7,0
8475,Master's,30,0.87,8,10,0.62,0
8476,Bachelor's,9,0.72,6,13,0.87,0
8477,Bachelor's,32,0.82,7,4,0.83,1
8478,Master's,9,0.96,8,0,0.92,1
8479,Bachelor's,13,0.54,8,15,0.85,0
8480,Bachelor's,12,0.85,5,5,0.72,0
8481,Master's,26,1.0,5,7,0.74,1
8482,PhD,24,0.92,9,11,0.77,1
8483,Bachelor's,16,0.66,5,5,0.66,0
8484,PhD,12,0.82,6,15,0.86,1
8485,PhD,33,0.61,6,4,0.82,1
8486,Master's,37,0.53,2,4,0.76,0
8487,PhD,33,0.93,9,12,0.86,0
8488,Master's,39,0.87,2,11,0.91,1
8489,Master's,17,0.67,4,0,0.81,0
8490,PhD,28,0.55,10,7,0.67,1
8491,PhD,9,0.73,9,6,0.79,0
8492,Bachelor's,0,0.81,8,6,0.64,1
8493,Master's,2,0.67,7,13,0.95,0
8494,Master's,6,0.76,5,11,0.9,0
8495,Master's,20,0.64,2,9,0.71,0
8496,Master's,23,0.95,0,14,0.61,1
8497,Master's,26,0.65,6,15,0.8,1
8498,Master's,35,0.77,9,7,0.98,0
8499,Master's,5,0.53,5,13,0.82,1
8500,Master's,30,0.95,5,14,0.88,1
8501,Master's,1,0.94,1,7,0.98,0
8502,PhD,28,0.91,2,4,0.98,0
8503,Master's,28,0.94,9,6,0.66,0
8504,Master's,12,0.83,6,11,0.69,1
8505,Bachelor's,2,0.67,3,2,0.76,0
8506,Bachelor's,9,0.95,5,5,0.81,1
8507,PhD,1,0.61,7,5,0.81,1
8508,Bachelor's,13,0.75,4,5,0.79,0
8509,Master's,29,0.82,10,9,0.61,1
8510,Master's,8,0.86,5,7,0.71,1
8511,Bachelor's,36,0.71,10,3,0.81,0
8512,Bachelor's,22,0.65,7,9,0.66,0
8513,Bachelor's,29,0.92,0,0,0.96,0
8514,PhD,11,0.6,9,0,0.99,1
8515,Bachelor's,40,0.75,6,8,0.69,1
8516,PhD,26,0.84,0,2,0.62,1
8517,Bachelor's,28,0.74,4,4,0.67,0
8518,Master's,35,0.58,6,9,0.96,1
8519,Bachelor's,2,0.71,8,7,0.93,1
8520,Bachelor's,6,0.96,2,0,0.71,1
8521,Master's,39,0.52,9,4,0.93,0
8522,Master's,12,0.73,6,9,0.83,0
8523,Master's,19,0.93,6,7,0.89,0
8524,PhD,16,0.69,1,11,0.63,1
8525,PhD,10,0.89,2,13,0.76,1
8526,PhD,1,0.6,1,0,0.72,0
8527,PhD,8,0.63,4,5,0.83,0
8528,Bachelor's,26,0.68,7,15,0.61,1
8529,PhD,31,0.92,0,12,0.98,0
8530,Bachelor's,31,0.55,2,15,0.94,1
8531,PhD,37,0.91,1,9,0.92,0
8532,Master's,24,0.98,1,3,0.94,1
8533,Master's,26,0.8,6,7,0.83,0
8534,PhD,19,0.55,8,4,0.69,0
8535,Master's,5,0.7,3,10,0.62,0
8536,Master's,2,0.67,2,3,0.72,1
8537,Bachelor's,13,0.87,5,6,0.98,0
8538,PhD,30,0.64,7,5,0.88,1
8539,Master's,27,0.64,9,6,0.92,1
8540,PhD,15,0.91,3,8,0.88,0
8541,Bachelor's,6,0.85,9,6,0.65,1
8542,Bachelor's,39,0.56,2,6,0.75,1
8543,Bachelor's,24,0.61,10,7,0.73,0
8544,PhD,16,0.9,0,11,0.78,1
8545,PhD,22,0.97,1,4,0.63,0
8546,PhD,27,0.68,4,12,0.78,0
8547,PhD,10,0.94,6,12,0.76,1
8548,PhD,12,0.89,1,11,0.64,1
8549,Bachelor's,4,0.68,10,3,0.97,0
8550,PhD,4,0.87,5,8,0.85,1
8551,PhD,1,0.79,4,4,0.77,0
8552,Master's,1,0.64,8,11,0.83,0
8553,PhD,31,0.96,8,15,0.76,1
8554,Master's,22,0.52,7,7,0.7,1
8555,Master's,22,0.86,8,8,0.95,1
8556,PhD,24,0.78,1,11,0.69,0
8557,Bachelor's,29,0.99,4,11,0.81,0
8558,Master's,2,0.87,6,7,0.96,0
8559,Bachelor's,25,0.68,5,2,0.99,0
8560,Master's,23,0.97,8,11,0.82,1
8561,PhD,26,0.67,6,11,0.73,1
8562,PhD,21,0.62,1,6,0.89,0
8563,Bachelor's,32,0.88,8,5,0.71,1
8564,PhD,9,0.89,10,4,0.87,1
8565,PhD,14,0.98,5,5,0.74,1
8566,Master's,19,0.88,10,2,0.95,1
8567,Master's,12,0.63,8,5,0.83,0
8568,Bachelor's,6,0.82,0,11,0.78,0
8569,Bachelor's,14,0.58,0,6,0.71,1
8570,Master's,9,0.57,7,0,0.79,0
8571,PhD,22,0.76,7,12,0.72,0
8572,Bachelor's,19,0.69,0,14,0.75,1
8573,PhD,34,0.91,8,12,1.0,1
8574,Master's,15,0.69,1,12,0.63,0
8575,Bachelor's,27,0.93,3,3,0.96,1
8576,Bachelor's,2,0.9,2,12,0.94,1
8577,Master's,39,0.71,8,3,0.92,1
8578,PhD,7,0.83,8,11,0.87,1
8579,Master's,26,0.93,5,1,0.67,0
8580,Bachelor's,37,0.85,8,10,0.75,1
8581,PhD,9,0.98,6,11,0.76,1
8582,Bachelor's,34,0.75,1,0,0.96,1
8583,Master's,9,0.93,3,11,0.97,1
8584,Bachelor's,38,0.64,3,3,0.71,0
8585,Bachelor's,3,0.75,5,15,0.89,1
8586,PhD,38,0.58,6,9,0.87,1
8587,PhD,20,0.52,9,3,0.79,1
8588,Bachelor's,20,0.72,0,7,0.66,1
8589,Master's,1,0.64,7,12,0.69,1
8590,Bachelor's,29,0.93,7,4,0.61,1
8591,PhD,31,0.66,4,13,0.68,1
8592,PhD,18,0.8,10,1,0.86,1
8593,PhD,26,0.8,6,9,0.87,0
8594,Master's,37,0.63,6,5,0.96,1
8595,Master's,22,0.95,2,11,0.93,1
8596,Master's,2,0.62,3,13,0.84,0
8597,Master's,26,0.55,4,15,0.92,0
8598,Master's,27,0.92,6,5,0.74,0
8599,Master's,6,0.75,2,1,0.7,1
8600,Bachelor's,28,0.52,2,1,0.86,0
8601,Bachelor's,29,0.98,1,4,0.91,1
8602,Master's,37,0.52,1,15,0.99,0
8603,Bachelor's,20,0.99,5,5,0.78,1
8604,Master's,17,0.57,5,8,0.93,0
8605,Master's,29,0.85,2,5,0.91,1
8606,Master's,2,0.51,1,8,0.63,1
8607,Bachelor's,35,0.72,0,0,0.6,1
8608,Master's,36,0.82,9,6,0.79,1
8609,Bachelor's,16,0.88,10,4,0.83,0
8610,PhD,33,0.54,9,7,0.94,0
8611,PhD,33,0.68,2,9,0.87,1
8612,PhD,13,0.87,2,2,0.64,0
8613,PhD,20,0.71,4,10,0.76,0
8614,Master's,12,0.9,2,12,0.79,1
8615,Bachelor's,18,0.76,5,8,0.93,1
8616,PhD,40,0.57,0,1,0.92,1
8617,Master's,25,0.63,4,6,0.68,0
8618,PhD,28,0.58,7,2,0.83,1
8619,Master's,21,0.95,10,1,0.72,1
8620,Master's,38,0.84,10,9,0.66,1
8621,Master's,33,0.8,3,9,0.69,0
8622,Master's,21,0.77,6,5,0.99,0
8623,PhD,27,0.88,8,9,0.96,1
8624,Master's,37,0.67,10,13,0.77,0
8625,PhD,10,0.8,9,5,0.7,0
8626,PhD,5,0.73,7,6,0.92,0
8627,PhD,10,0.97,3,6,0.91,1
8628,PhD,3,0.8,1,10,0.65,0
8629,PhD,20,0.94,4,1,1.0,1
8630,Master's,26,0.77,4,15,0.81,0
8631,Master's,17,0.8,3,13,0.7,0
8632,PhD,5,0.52,7,14,0.83,0
8633,PhD,26,0.91,6,15,0.89,1
8634,PhD,23,0.86,0,13,0.79,1
8635,PhD,38,0.76,10,1,0.66,1
8636,PhD,39,0.76,8,7,0.65,0
8637,PhD,22,0.93,10,9,0.76,0
8638,Master's,36,0.92,3,3,0.76,1
8639,Master's,32,0.6,2,6,0.78,0
8640,Master's,35,0.71,1,12,0.75,0
8641,Master's,7,0.68,4,3,0.69,1
8642,Bachelor's,1,0.52,4,2,0.61,1
8643,Master's,35,0.72,10,2,0.96,0
8644,PhD,20,0.58,10,11,0.97,0
8645,PhD,26,0.69,6,2,0.81,1
8646,Master's,8,0.97,5,13,0.9,0
8647,PhD,32,0.71,3,5,0.65,1
8648,Bachelor's,24,0.98,0,2,0.62,1
8649,Bachelor's,15,0.54,3,10,0.82,0
8650,Bachelor's,11,0.64,4,5,0.99,1
8651,Bachelor's,4,0.67,4,6,0.67,1
8652,Master's,12,0.83,0,10,0.95,1
8653,PhD,27,0.56,1,8,0.68,1
8654,PhD,7,0.81,8,8,0.78,0
8655,Bachelor's,20,0.55,5,5,0.84,1
8656,PhD,0,0.6,6,11,0.92,0
8657,Bachelor's,38,0.54,0,5,0.92,1
8658,PhD,14,0.61,2,11,0.63,0
8659,Bachelor's,27,0.58,3,2,0.81,0
8660,Master's,21,0.75,3,7,0.76,1
8661,Master's,22,0.88,9,8,0.87,0
8662,PhD,14,0.72,9,12,0.7,0
8663,PhD,15,0.82,3,12,0.7,1
8664,Bachelor's,16,0.84,10,15,0.98,0
8665,PhD,0,0.51,9,9,0.94,1
8666,Bachelor's,34,0.89,7,11,0.75,1
8667,Bachelor's,37,0.99,9,6,0.99,0
8668,Bachelor's,14,0.85,8,3,0.68,1
8669,Master's,18,0.72,2,9,0.93,1
8670,Bachelor's,3,0.68,1,1,1.0,0
8671,Master's,34,0.65,4,3,0.64,1
8672,Master's,14,0.59,4,0,0.66,0
8673,PhD,24,0.54,6,7,0.68,1
8674,Master's,17,0.92,3,5,0.7,1
8675,Bachelor's,36,0.51,10,4,0.84,1
8676,PhD,20,0.86,1,1,0.66,1
8677,PhD,27,0.8,1,14,0.92,0
8678,Bachelor's,8,0.6,9,11,0.83,0
8679,Bachelor's,39,0.68,5,9,0.67,1
8680,PhD,6,0.9,7,8,0.97,1
8681,Master's,25,0.76,5,10,0.81,1
8682,Bachelor's,3,0.53,1,7,0.96,0
8683,Bachelor's,12,0.93,8,4,0.87,0
8684,Bachelor's,5,0.53,5,11,0.94,1
8685,Bachelor's,21,0.84,6,12,0.88,0
8686,PhD,33,0.53,0,12,0.87,1
8687,PhD,22,0.69,2,11,0.95,0
8688,Bachelor's,13,0.94,10,3,0.79,1
8689,Bachelor's,40,0.98,4,8,0.9,1
8690,PhD,23,0.87,4,9,0.99,0
8691,Master's,0,0.8,8,10,0.91,0
8692,Bachelor's,36,0.54,3,11,0.78,1
8693,Master's,16,0.83,9,13,0.91,1
8694,Master's,23,0.57,1,0,0.78,1
8695,Bachelor's,40,0.64,9,10,0.82,0
8696,Master's,29,0.5,2,12,0.93,1
8697,PhD,27,0.82,0,9,0.66,0
8698,Bachelor's,9,0.81,9,11,0.72,0
8699,PhD,33,0.62,0,8,0.84,1
8700,Bachelor's,27,0.72,2,15,0.91,1
8701,Bachelor's,30,0.84,6,1,0.76,0
8702,Master's,33,0.83,4,2,0.96,0
8703,Bachelor's,17,0.71,6,12,0.77,0
8704,Master's,17,0.76,6,0,0.96,0
8705,Bachelor's,7,0.6,8,11,0.86,0
8706,Master's,36,0.81,2,2,0.62,1
8707,Master's,8,0.97,6,10,0.93,0
8708,PhD,25,0.71,7,13,0.73,1
8709,Master's,29,0.87,2,8,0.82,0
8710,Master's,32,0.94,9,9,0.92,1
8711,Bachelor's,12,0.77,2,6,0.83,0
8712,PhD,27,0.5,3,11,0.9,1
8713,Bachelor's,37,0.52,10,6,0.66,1
8714,PhD,9,0.99,5,11,0.71,1
8715,Bachelor's,0,1.0,8,8,0.95,1
8716,PhD,36,0.68,4,14,0.96,0
8717,Master's,37,0.63,9,1,0.62,1
8718,PhD,29,0.79,5,13,0.88,1
8719,Master's,10,0.6,10,3,0.95,0
8720,PhD,14,0.95,0,4,0.8,1
8721,Bachelor's,13,0.78,0,12,0.8,0
8722,PhD,30,0.64,3,7,0.99,1
8723,Bachelor's,0,0.62,4,8,0.96,1
8724,PhD,24,0.83,0,11,0.9,0
8725,Bachelor's,34,0.68,3,12,0.74,1
8726,Master's,21,0.56,10,1,0.72,1
8727,Bachelor's,32,0.55,6,2,0.62,1
8728,Master's,18,0.81,8,0,1.0,0
8729,PhD,20,0.72,2,10,0.78,0
8730,PhD,33,0.81,6,8,0.67,0
8731,Bachelor's,19,0.98,6,2,0.91,0
8732,Bachelor's,1,0.59,1,11,0.74,1
8733,Master's,31,0.9,3,13,0.83,0
8734,PhD,1,0.79,0,11,0.87,0
8735,Master's,1,0.83,10,6,0.8,0
8736,Master's,17,0.54,5,5,0.7,0
8737,PhD,30,0.57,1,5,0.84,0
8738,Master's,5,0.82,3,8,0.71,1
8739,Bachelor's,26,0.52,6,7,0.73,1
8740,Bachelor's,11,0.98,2,10,0.98,0
8741,Bachelor's,0,0.97,10,11,0.99,0
8742,PhD,13,0.59,5,9,0.71,0
8743,Master's,37,0.72,5,7,0.61,1
8744,Master's,32,0.65,1,6,0.9,0
8745,Master's,10,0.78,8,9,0.8,0
8746,PhD,29,0.51,5,7,0.77,1
8747,PhD,4,0.71,0,3,0.81,1
8748,PhD,32,0.9,2,9,0.86,0
8749,Bachelor's,11,0.87,2,14,0.8,0
8750,Bachelor's,7,0.91,9,2,0.63,0
8751,Bachelor's,3,0.54,10,3,0.89,1
8752,Bachelor's,38,0.65,1,2,0.73,0
8753,PhD,30,0.53,6,10,0.77,0
8754,Bachelor's,8,0.67,9,11,0.98,0
8755,Master's,14,0.55,1,13,0.74,0
8756,PhD,15,0.9,8,12,0.61,1
